"filename","chromosome","start_pos","end_pos","tree"
"Chr2_RagTag.21400001-21600000.min4.phy.treefile","Chr2",21400001,21600000,"((Crnoc59478:0.1167159061,(Cratr320360:0.0825829561,((Cstr9577:0.0633519724,Ceery21146:0.0687546626)100:0.0057370437,Ccgol2213:0.0804007806)91:0.0048186361)100:0.0247936384)100:0.0310629913,Cvar27099:0.3061364379,Cuund34614:0.1359879454);"
"Chr2_RagTag.21600001-21800000.min4.phy.treefile","Chr2",21600001,21800000,"((Crnoc59478:0.1054099741,(((Cratr320360:0.0873740326,Cstr9577:0.0685412200)52:0.0045055049,Ceery21146:0.0750388388)99:0.0070316595,Ccgol2213:0.0870549374)100:0.0198369882)100:0.0268453472,Cvar27099:0.3378230865,Cuund34614:0.1248210727);"
"Chr2_RagTag.21800001-22000000.min4.phy.treefile","Chr2",21800001,2.2e+07,"((Crnoc59478:0.1235109642,((Cratr320360:0.0945876702,(Cstr9577:0.0685751845,Ceery21146:0.0702329010)93:0.0070560486)69:0.0074902757,Ccgol2213:0.0864251021)100:0.0226127004)100:0.0303085801,Cvar27099:0.3182484562,Cuund34614:0.1250429514);"
"Chr2_RagTag.22000001-22200000.min4.phy.treefile","Chr2",22000001,22200000,"((Crnoc59478:0.1215492478,(((Cratr320360:0.0884719921,Cstr9577:0.0671813214)60:0.0069175514,Ccgol2213:0.0855098760)52:0.0057566826,Ceery21146:0.0774851269)100:0.0287701209)100:0.0224552089,Cvar27099:0.3133885896,Cuund34614:0.1168994898);"
"Chr2_RagTag.22200001-22400000.min4.phy.treefile","Chr2",22200001,22400000,"((Crnoc59478:0.1198623043,((Cratr320360:0.0873624194,(Cstr9577:0.0684514036,Ceery21146:0.0684017932)96:0.0063628320)63:0.0044737335,Ccgol2213:0.0748692702)100:0.0282424470)100:0.0201836927,Cvar27099:0.3167640795,Cuund34614:0.1287598466);"
"Chr2_RagTag.22400001-22600000.min4.phy.treefile","Chr2",22400001,22600000,"((Crnoc59478:0.1182790994,((Cratr320360:0.0796988914,Ccgol2213:0.0728926050)40:0.0047947498,(Cstr9577:0.0613085346,Ceery21146:0.0682469082)93:0.0055895074)100:0.0320025322)100:0.0305737134,Cvar27099:0.3235537107,Cuund34614:0.1321647746);"
"Chr2_RagTag.22600001-22800000.min4.phy.treefile","Chr2",22600001,22800000,"((Crnoc59478:0.1179329528,(Cratr320360:0.0823463686,(Cstr9577:0.0671518746,(Ceery21146:0.0667092390,Ccgol2213:0.0750531780)44:0.0029250942)99:0.0057359793)100:0.0244763284)100:0.0237761413,Cvar27099:0.3240310893,Cuund34614:0.1336350568);"
"Chr2_RagTag.22800001-23000000.min4.phy.treefile","Chr2",22800001,2.3e+07,"((Crnoc59478:0.1140583615,((Cratr320360:0.0894837854,(Cstr9577:0.0660499603,Ceery21146:0.0685713973)97:0.0065264893)100:0.0060132868,Ccgol2213:0.0831231545)100:0.0173188928)100:0.0372825736,Cvar27099:0.3117187663,Cuund34614:0.1352290869);"
"Chr2_RagTag.23000001-23200000.min4.phy.treefile","Chr2",23000001,23200000,"((Crnoc59478:0.1169062713,(Cratr320360:0.0763406093,((Cstr9577:0.0469438767,Ceery21146:0.0575864490)100:0.0045425134,Ccgol2213:0.0728900611)92:0.0027803214)100:0.0271077763)100:0.0433577384,Cvar27099:0.3149178519,Cuund34614:0.1353549155);"
"Chr2_RagTag.23200001-23400000.min4.phy.treefile","Chr2",23200001,23400000,"((Crnoc59478:0.1117528419,(Cratr320360:0.0835655383,((Cstr9577:0.0575312030,Ceery21146:0.0645175343)100:0.0078997640,Ccgol2213:0.0720323504)71:0.0035529406)100:0.0225199632)100:0.0395667815,Cvar27099:0.3146135486,Cuund34614:0.1361501549);"
"Chr2_RagTag.23400001-23600000.min4.phy.treefile","Chr2",23400001,23600000,"((Crnoc59478:0.1179815750,(Cratr320360:0.0805326637,((Cstr9577:0.0572360991,Ceery21146:0.0626081216)99:0.0053557465,Ccgol2213:0.0780875921)77:0.0039145047)100:0.0239662660)100:0.0357845179,Cvar27099:0.3130304665,Cuund34614:0.1392246660);"
"Chr2_RagTag.23600001-23800000.min4.phy.treefile","Chr2",23600001,23800000,"((Crnoc59478:0.1191380126,(((Cratr320360:0.0708518205,Cstr9577:0.0529316705)100:0.0158980583,Ceery21146:0.0683248384)100:0.0123685390,Ccgol2213:0.0855123089)100:0.0217518043)100:0.0316382125,Cvar27099:0.3136260407,Cuund34614:0.1321728029);"
"Chr2_RagTag.23800001-24000000.min4.phy.treefile","Chr2",23800001,2.4e+07,"((Crnoc59478:0.1175536113,((Cratr320360:0.0733603232,Cstr9577:0.0516102760)96:0.0078258738,(Ceery21146:0.0673343896,Ccgol2213:0.0701559742)40:0.0013792786)100:0.0273083690)100:0.0433357712,Cvar27099:0.3030311421,Cuund34614:0.1299146609);"
"Chr2_RagTag.24000001-24200000.min4.phy.treefile","Chr2",24000001,24200000,"((Crnoc59478:0.1153479795,((Cratr320360:0.0816025596,(Cstr9577:0.0520901582,Ceery21146:0.0574520816)100:0.0062987839)66:0.0044673107,Ccgol2213:0.0718635505)100:0.0272945862)100:0.0408560938,Cvar27099:0.3170752695,Cuund34614:0.1390663006);"
"Chr2_RagTag.24200001-24400000.min4.phy.treefile","Chr2",24200001,24400000,"((Crnoc59478:0.1147388724,((Cratr320360:0.0725989546,(Cstr9577:0.0505464621,Ceery21146:0.0571099475)100:0.0063010402)100:0.0083299505,Ccgol2213:0.0825675583)100:0.0214202191)100:0.0346252368,Cvar27099:0.3037315153,Cuund34614:0.1463920056);"
"Chr2_RagTag.24400001-24600000.min4.phy.treefile","Chr2",24400001,24600000,"((Crnoc59478:0.1089881861,((Cratr320360:0.0814482365,Ccgol2213:0.0677655574)64:0.0030503287,(Cstr9577:0.0564666331,Ceery21146:0.0609243070)100:0.0047827795)100:0.0221225532)100:0.0532100550,Cvar27099:0.3159802348,Cuund34614:0.1539331649);"
"Chr2_RagTag.24600001-24800000.min4.phy.treefile","Chr2",24600001,24800000,"((Crnoc59478:0.1159519612,((Cratr320360:0.0852525218,(Cstr9577:0.0574617866,Ceery21146:0.0602389992)99:0.0053394261)56:0.0040788097,Ccgol2213:0.0830760218)100:0.0208335653)100:0.0426308712,Cvar27099:0.3298795383,Cuund34614:0.1361129419);"
"Chr2_RagTag.24800001-25000000.min4.phy.treefile","Chr2",24800001,2.5e+07,"((Crnoc59478:0.1036807997,(Cratr320360:0.0735388074,((Cstr9577:0.0544075846,Ceery21146:0.0573400717)99:0.0031039954,Ccgol2213:0.0630295024)73:0.0028862108)100:0.0251096014)100:0.0407012042,Cvar27099:0.3206325811,Cuund34614:0.1481649396);"
"Chr2_RagTag.25000001-25200000.min4.phy.treefile","Chr2",25000001,25200000,"((Crnoc59478:0.1159274595,((Cratr320360:0.0809147935,(Cstr9577:0.0616270199,Ceery21146:0.0618356363)98:0.0029184639)80:0.0031099108,Ccgol2213:0.0642480648)100:0.0261762036)100:0.0393243054,Cvar27099:0.3012884013,Cuund34614:0.1413524480);"
"Chr2_RagTag.25200001-25400000.min4.phy.treefile","Chr2",25200001,25400000,"((Crnoc59478:0.1132894035,((Cratr320360:0.0789937006,(Cstr9577:0.0566463858,Ceery21146:0.0601129095)64:0.0044577914)99:0.0048042796,Ccgol2213:0.0741540728)100:0.0195778841)100:0.0342373662,Cvar27099:0.3023995007,Cuund34614:0.1397692459);"
"Chr2_RagTag.25400001-25600000.min4.phy.treefile","Chr2",25400001,25600000,"((Crnoc59478:0.1104429834,((Cratr320360:0.0821672518,(Cstr9577:0.0640921248,Ceery21146:0.0672951285)99:0.0072117747)59:0.0037601433,Ccgol2213:0.0760439626)100:0.0199028828)100:0.0402273431,Cvar27099:0.2942540618,Cuund34614:0.1462155437);"
"Chr2_RagTag.25600001-25800000.min4.phy.treefile","Chr2",25600001,25800000,"((Crnoc59478:0.1195985800,((Cratr320360:0.0900130529,(Cstr9577:0.0740248336,Ceery21146:0.0744390654)73:0.0079925752)100:0.0079068966,Ccgol2213:0.0860766945)100:0.0171875634)100:0.0374650822,Cvar27099:0.2903470934,Cuund34614:0.1264989800);"
"Chr2_RagTag.25800001-26000000.min4.phy.treefile","Chr2",25800001,2.6e+07,"((Crnoc59478:0.1074461176,((Cratr320360:0.0826881235,(Cstr9577:0.0596532970,Ceery21146:0.0590778951)100:0.0069704682)92:0.0048643876,Ccgol2213:0.0815676433)100:0.0191714298)100:0.0264371548,Cvar27099:0.3089396451,Cuund34614:0.1201090865);"
"Chr2_RagTag.26000001-26200000.min4.phy.treefile","Chr2",26000001,26200000,"((Crnoc59478:0.1092932518,((Cratr320360:0.0784789088,(Cstr9577:0.0548030755,Ceery21146:0.0635462461)100:0.0054937080)86:0.0048512655,Ccgol2213:0.0732421960)100:0.0264074347)100:0.0377552882,Cvar27099:0.3052755918,Cuund34614:0.1378426327);"
"Chr2_RagTag.26200001-26400000.min4.phy.treefile","Chr2",26200001,26400000,"((Crnoc59478:0.1070386889,(Cratr320360:0.0723780694,((Cstr9577:0.0591978186,Ceery21146:0.0603946077)70:0.0016067392,Ccgol2213:0.0719094550)71:0.0023805684)100:0.0198471726)100:0.0473606164,Cvar27099:0.3103614938,Cuund34614:0.1270084466);"
"Chr2_RagTag.26400001-26600000.min4.phy.treefile","Chr2",26400001,26600000,"((Crnoc59478:0.1073094414,((Cratr320360:0.0812309143,(Cstr9577:0.0571716288,Ceery21146:0.0617231966)98:0.0055748240)99:0.0075285711,Ccgol2213:0.0844492905)100:0.0175391640)100:0.0487863978,Cvar27099:0.3070535104,Cuund34614:0.1461019193);"
"Chr2_RagTag.26600001-26800000.min4.phy.treefile","Chr2",26600001,26800000,"((Crnoc59478:0.1133490072,(Cratr320360:0.0776247492,((Cstr9577:0.0628702136,Ceery21146:0.0649915705)100:0.0076011312,Ccgol2213:0.0710166689)77:0.0034765693)100:0.0255134183)100:0.0411196494,Cvar27099:0.3092389806,Cuund34614:0.1292941609);"
"Chr2_RagTag.26800001-27000000.min4.phy.treefile","Chr2",26800001,2.7e+07,"((Crnoc59478:0.1071655879,(Cratr320360:0.0798975351,((Cstr9577:0.0578423068,Ceery21146:0.0598045783)100:0.0052687106,Ccgol2213:0.0692978412)71:0.0032863756)100:0.0269747740)100:0.0312109384,Cvar27099:0.2998518150,Cuund34614:0.1270488232);"
"Chr2_RagTag.27000001-27200000.min4.phy.treefile","Chr2",27000001,27200000,"((Crnoc59478:0.1163356226,((Cratr320360:0.0823319676,(Cstr9577:0.0602386210,Ceery21146:0.0584858056)76:0.0033329130)97:0.0058043739,Ccgol2213:0.0760396115)100:0.0244520740)100:0.0306728652,Cvar27099:0.2950434846,Cuund34614:0.1252219203);"
"Chr2_RagTag.27200001-27400000.min4.phy.treefile","Chr2",27200001,27400000,"((Crnoc59478:0.1211121363,((Cratr320360:0.0850273067,(Cstr9577:0.0580517028,Ceery21146:0.0684482935)98:0.0050549016)72:0.0030340854,Ccgol2213:0.0751343876)100:0.0227492223)100:0.0356602022,Cvar27099:0.2947873500,Cuund34614:0.1391292783);"
"Chr2_RagTag.27400001-27600000.min4.phy.treefile","Chr2",27400001,27600000,"((Crnoc59478:0.1148911345,(Cratr320360:0.0914591638,((Cstr9577:0.0649014433,Ceery21146:0.0679539855)100:0.0080095504,Ccgol2213:0.0851868455)98:0.0051880846)100:0.0162821443)100:0.0363031459,Cvar27099:0.3266964738,Cuund34614:0.1318506325);"
"Chr2_RagTag.27600001-27800000.min4.phy.treefile","Chr2",27600001,27800000,"((Crnoc59478:0.1126530828,((Cratr320360:0.0866341695,(Cstr9577:0.0612960269,Ceery21146:0.0662515838)100:0.0063058703)65:0.0053238534,Ccgol2213:0.0780942493)100:0.0245881506)100:0.0330614622,Cvar27099:0.3158316374,Cuund34614:0.1310693684);"
"Chr2_RagTag.27800001-28000000.min4.phy.treefile","Chr2",27800001,2.8e+07,"((Crnoc59478:0.1148199431,((Cratr320360:0.0817828595,(Cstr9577:0.0605169542,Ceery21146:0.0627645053)100:0.0079311386)78:0.0046000923,Ccgol2213:0.0841286422)100:0.0220735296)100:0.0347461939,Cvar27099:0.3234558266,Cuund34614:0.1240218787);"
"Chr2_RagTag.28000001-28200000.min4.phy.treefile","Chr2",28000001,28200000,"((Crnoc59478:0.1083293799,((Cratr320360:0.0821071188,(Cstr9577:0.0585026514,Ceery21146:0.0714450418)99:0.0069098200)90:0.0045574842,Ccgol2213:0.0824766516)100:0.0196150761)100:0.0348482735,Cvar27099:0.3016009536,Cuund34614:0.1237728625);"
"Chr2_RagTag.28200001-28400000.min4.phy.treefile","Chr2",28200001,28400000,"((Crnoc59478:0.1110133993,((Cratr320360:0.0795769859,(Cstr9577:0.0602401902,Ceery21146:0.0664893846)89:0.0060391126)98:0.0044285615,Ccgol2213:0.0830999082)100:0.0197234660)100:0.0305538543,Cvar27099:0.3176677874,Cuund34614:0.1170353427);"
"Chr2_RagTag.28400001-28600000.min4.phy.treefile","Chr2",28400001,28600000,"((Crnoc59478:0.1054601896,((Cratr320360:0.0837949102,(Cstr9577:0.0603297555,Ceery21146:0.0596478626)90:0.0050538811)99:0.0066643586,Ccgol2213:0.0798806869)100:0.0158613393)100:0.0421001245,Cvar27099:0.2925154095,Cuund34614:0.1273730658);"
"Chr2_RagTag.28600001-28800000.min4.phy.treefile","Chr2",28600001,28800000,"((Crnoc59478:0.1129940326,((Cratr320360:0.0756914227,(Cstr9577:0.0578543175,Ceery21146:0.0572336751)95:0.0049808190)53:0.0028522058,Ccgol2213:0.0690427566)100:0.0249055753)100:0.0514014406,Cvar27099:0.2939329195,Cuund34614:0.1327091658);"
"Chr2_RagTag.28800001-29000000.min4.phy.treefile","Chr2",28800001,2.9e+07,"((Crnoc59478:0.1154630768,((Cratr320360:0.0780205095,(Cstr9577:0.0624391044,Ceery21146:0.0634863626)100:0.0093888657)100:0.0058725053,Ccgol2213:0.0814414716)100:0.0191176302)100:0.0296582585,Cvar27099:0.3049568534,Cuund34614:0.1266145452);"
"Chr2_RagTag.29000001-29200000.min4.phy.treefile","Chr2",29000001,29200000,"((Crnoc59478:0.1163539350,((Cratr320360:0.0775603860,(Cstr9577:0.0628861763,Ceery21146:0.0640566347)71:0.0071115161)100:0.0083878290,Ccgol2213:0.0804013011)100:0.0141004644)100:0.0273027454,Cvar27099:0.3366827428,Cuund34614:0.1247116639);"
"Chr2_RagTag.29200001-29400000.min4.phy.treefile","Chr2",29200001,29400000,"((Crnoc59478:0.1132417368,((Cratr320360:0.0836725007,(Cstr9577:0.0617262198,Ceery21146:0.0707647919)85:0.0067755187)76:0.0052658008,Ccgol2213:0.0804919991)100:0.0253185728)100:0.0322004740,Cvar27099:0.3403609410,Cuund34614:0.1228318202);"
"Chr2_RagTag.29400001-29600000.min4.phy.treefile","Chr2",29400001,29600000,"((Crnoc59478:0.1150616095,((Cratr320360:0.0876879556,(Cstr9577:0.0643323488,Ceery21146:0.0729437940)77:0.0058585465)100:0.0070359453,Ccgol2213:0.0808408541)100:0.0205126499)100:0.0265901335,Cvar27099:0.3267675724,Cuund34614:0.1211489164);"
"Chr2_RagTag.29600001-29800000.min4.phy.treefile","Chr2",29600001,29800000,"((Crnoc59478:0.1273595833,((Cratr320360:0.0895447224,(Cstr9577:0.0648821735,Ceery21146:0.0693234260)97:0.0062536432)85:0.0050596579,Ccgol2213:0.0794976664)100:0.0201502094)100:0.0247355815,Cvar27099:0.2976290059,Cuund34614:0.1244010732);"
"Chr2_RagTag.29800001-30000000.min4.phy.treefile","Chr2",29800001,3e+07,"((Crnoc59478:0.1186669022,(Cratr320360:0.0892952563,((Cstr9577:0.0689278082,Ceery21146:0.0676495928)100:0.0078384185,Ccgol2213:0.0809659563)97:0.0051579168)100:0.0252871806)100:0.0260210450,Cvar27099:0.3227475345,Cuund34614:0.1335199262);"
"Chr2_RagTag.30000001-30200000.min4.phy.treefile","Chr2",30000001,30200000,"((Crnoc59478:0.1309626449,((Cratr320360:0.0933352365,(Cstr9577:0.0727919877,Ceery21146:0.0717220174)98:0.0056395567)88:0.0039417739,Ccgol2213:0.0806496842)100:0.0275946734)100:0.0396489200,Cvar27099:0.3439384577,Cuund34614:0.1448636816);"
"Chr2_RagTag.30200001-30400000.min4.phy.treefile","Chr2",30200001,30400000,"((Crnoc59478:0.1297254448,(Cratr320360:0.0941232844,((Cstr9577:0.0673903462,Ceery21146:0.0760293566)99:0.0087219403,Ccgol2213:0.0860351446)93:0.0071214855)100:0.0208062256)100:0.0275502233,Cvar27099:0.3072354478,Cuund34614:0.1307749877);"
"Chr2_RagTag.30400001-30600000.min4.phy.treefile","Chr2",30400001,30600000,"((Crnoc59478:0.1188000604,(Cratr320360:0.0980808319,((Cstr9577:0.0713989465,Ccgol2213:0.0821218906)81:0.0066954137,Ceery21146:0.0814910553)55:0.0047579383)100:0.0239156092)100:0.0309416262,Cvar27099:0.3005192720,Cuund34614:0.1332343113);"
"Chr2_RagTag.30600001-30800000.min4.phy.treefile","Chr2",30600001,30800000,"((Crnoc59478:0.1256027505,(Cratr320360:0.0909358071,((Cstr9577:0.0653995062,Ceery21146:0.0674171123)96:0.0061955978,Ccgol2213:0.0792198309)100:0.0070201875)100:0.0182669491)100:0.0123542467,Cvar27099:0.3258136254,Cuund34614:0.1064948997);"
"Chr2_RagTag.30800001-31000000.min4.phy.treefile","Chr2",30800001,3.1e+07,"((Crnoc59478:0.1159848906,((Cratr320360:0.0817292439,(Cstr9577:0.0673656611,Ceery21146:0.0653785673)94:0.0083359970)99:0.0060561613,Ccgol2213:0.0818221735)100:0.0135853569)99:0.0066368375,Cvar27099:0.3429224665,Cuund34614:0.0993795755);"
"Chr2_RagTag.31000001-31200000.min4.phy.treefile","Chr2",31000001,31200000,"((Crnoc59478:0.1241485047,(((Cratr320360:0.0782946401,Cstr9577:0.0666033367)93:0.0092133358,Ceery21146:0.0776753647)99:0.0070835257,Ccgol2213:0.0867168640)100:0.0126848096)100:0.0139438158,Cvar27099:0.3081451237,Cuund34614:0.1131076417);"
"Chr2_RagTag.31200001-31400000.min4.phy.treefile","Chr2",31200001,31400000,"((Crnoc59478:0.1151008506,((Cratr320360:0.0907675665,(Cstr9577:0.0675587666,Ceery21146:0.0713174395)69:0.0083829487)62:0.0040051217,Ccgol2213:0.0829809060)100:0.0130159074)100:0.0169976833,Cvar27099:0.3230691403,Cuund34614:0.1175630943);"
"Chr2_RagTag.31400001-31600000.min4.phy.treefile","Chr2",31400001,31600000,"((Crnoc59478:0.1282283061,(Cratr320360:0.0879316598,((Cstr9577:0.0648132624,Ceery21146:0.0721128857)88:0.0076678471,Ccgol2213:0.0874342552)55:0.0038723804)100:0.0144293691)100:0.0182041807,Cvar27099:0.3117508656,Cuund34614:0.1108084484);"
"Chr2_RagTag.31600001-31800000.min4.phy.treefile","Chr2",31600001,31800000,"((Crnoc59478:0.1212462712,(((Cratr320360:0.0819358963,Cstr9577:0.0654927216)93:0.0100254863,Ceery21146:0.0760861189)100:0.0078335576,Ccgol2213:0.0907666281)100:0.0146742707)100:0.0149610187,Cvar27099:0.3264409381,Cuund34614:0.1040850513);"
"Chr2_RagTag.31800001-32000000.min4.phy.treefile","Chr2",31800001,3.2e+07,"((Crnoc59478:0.1208215026,(Cratr320360:0.0855218155,((Cstr9577:0.0650445081,Ceery21146:0.0739576346)98:0.0077200180,Ccgol2213:0.0894353426)56:0.0049201594)100:0.0175455854)100:0.0136052261,Cvar27099:0.2948470913,Cuund34614:0.1091944106);"
"Chr2_RagTag.32000001-32200000.min4.phy.treefile","Chr2",32000001,32200000,"((Crnoc59478:0.1352027028,((Cratr320360:0.0902402646,(Cstr9577:0.0697782321,Ceery21146:0.0727334423)67:0.0073483679)99:0.0079651751,Ccgol2213:0.0842896678)100:0.0165267326)100:0.0091807466,Cvar27099:0.3039517164,Cuund34614:0.1072971504);"
"Chr2_RagTag.32200001-32400000.min4.phy.treefile","Chr2",32200001,32400000,"((Crnoc59478:0.1333085902,((Cratr320360:0.0960948415,(Cstr9577:0.0776771201,Ceery21146:0.0821619199)61:0.0111886495)97:0.0079995637,Ccgol2213:0.0933038509)100:0.0121953215)100:0.0072983834,Cvar27099:0.3039425930,Cuund34614:0.1017281623);"
"Chr2_RagTag.32400001-32600000.min4.phy.treefile","Chr2",32400001,32600000,"((Crnoc59478:0.1281547872,(((Cratr320360:0.0930397034,Cstr9577:0.0738176202)90:0.0116595945,Ceery21146:0.0830737455)95:0.0070788662,Ccgol2213:0.0918964604)100:0.0161194719)100:0.0106849709,Cvar27099:0.3240050947,Cuund34614:0.1018470351);"
"Chr2_RagTag.32600001-32800000.min4.phy.treefile","Chr2",32600001,32800000,"((Crnoc59478:0.1258580105,(((Cratr320360:0.0856653998,Cstr9577:0.0672177065)83:0.0062392425,Ceery21146:0.0805648362)88:0.0040962714,Ccgol2213:0.0864085352)100:0.0246716152)100:0.0270417972,Cvar27099:0.2890492796,Cuund34614:0.1312519148);"
"Chr2_RagTag.32800001-33000000.min4.phy.treefile","Chr2",32800001,3.3e+07,"((Crnoc59478:0.1601505587,((Cratr320360:0.0874849891,Cstr9577:0.0696146803)100:0.0144130647,(Ceery21146:0.0742365310,Ccgol2213:0.0756967827)100:0.0048157422)100:0.0401565053)100:0.0376416412,Cvar27099:0.3998113111,Cuund34614:0.1534844709);"
"Chr2_RagTag.33000001-33200000.min4.phy.treefile","Chr2",33000001,33200000,"((Crnoc59478:0.1157012658,(((Cratr320360:0.0656265585,Cstr9577:0.0544283599)92:0.0013702135,Ceery21146:0.0612069968)100:0.0042393166,Ccgol2213:0.0704475824)100:0.0307858299)100:0.0157514350,Cvar27099:0.4726512720,Cuund34614:0.1328423751);"
"Chr2_RagTag.33200001-33400000.min4.phy.treefile","Chr2",33200001,33400000,"((Crnoc59478:0.1248372499,(((Cratr320360:0.0780887920,Cstr9577:0.0603404702)53:0.0020669751,Ceery21146:0.0665464899)100:0.0050299957,Ccgol2213:0.0732984099)100:0.0302662569)100:0.0258782605,Cvar27099:0.4008508775,Cuund34614:0.1226094460);"
"Chr2_RagTag.33400001-33600000.min4.phy.treefile","Chr2",33400001,33600000,"((Crnoc59478:0.1237618749,((Cratr320360:0.0827551037,(Cstr9577:0.0459421700,Ceery21146:0.0475529690)100:0.0234609340)96:0.0076453366,Ccgol2213:0.0840400983)100:0.0213109114)100:0.0211308325,Cvar27099:0.3412837108,Cuund34614:0.1165894240);"
"Chr2_RagTag.33600001-33800000.min4.phy.treefile","Chr2",33600001,33800000,"((Crnoc59478:0.1233375183,(Cratr320360:0.0887690366,((Cstr9577:0.0534459450,Ceery21146:0.0604241758)100:0.0119370614,Ccgol2213:0.0779583825)93:0.0061805865)100:0.0253724125)100:0.0115309307,Cvar27099:0.3230184786,Cuund34614:0.1153670073);"
"Chr2_RagTag.33800001-34000000.min4.phy.treefile","Chr2",33800001,3.4e+07,"((Crnoc59478:0.1279399005,(((Cratr320360:0.0808867903,Cstr9577:0.0590791201)100:0.0106787185,Ceery21146:0.0721816685)95:0.0055988704,Ccgol2213:0.0827771571)100:0.0204675348)100:0.0106317090,Cvar27099:0.3635282171,Cuund34614:0.1072372926);"
"Chr2_RagTag.34000001-34200000.min4.phy.treefile","Chr2",34000001,34200000,"((Crnoc59478:0.1323586576,((Cratr320360:0.0851389771,(Cstr9577:0.0622680632,Ceery21146:0.0776435157)82:0.0093148136)76:0.0052397164,Ccgol2213:0.0876995650)100:0.0161028864)82:0.0037591959,Cvar27099:0.3676563529,Cuund34614:0.1003521519);"
"Chr2_RagTag.34200001-34400000.min4.phy.treefile","Chr2",34200001,34400000,"((Crnoc59478:0.1366333331,Cuund34614:0.1001238955)75:0.0021984741,Cvar27099:0.3908591560,(((Cratr320360:0.0796047907,Cstr9577:0.0654330883)98:0.0124065131,Ceery21146:0.0791100422)78:0.0073991681,Ccgol2213:0.0845838980)100:0.0170150449);"
"Chr2_RagTag.34400001-34600000.min4.phy.treefile","Chr2",34400001,34600000,"((Crnoc59478:0.1289973771,(((Cratr320360:0.0763085200,Cstr9577:0.0674555829)100:0.0118859455,Ceery21146:0.0811400051)89:0.0053683015,Ccgol2213:0.0882659481)100:0.0134712864)88:0.0040950257,Cvar27099:0.3984953140,Cuund34614:0.0940318145);"
"Chr2_RagTag.34600001-34800000.min4.phy.treefile","Chr2",34600001,34800000,"((Crnoc59478:0.1385006468,(((Cratr320360:0.0861140046,Cstr9577:0.0724925335)98:0.0098566457,Ccgol2213:0.0961214234)68:0.0058034712,Ceery21146:0.0906828244)100:0.0164264395)98:0.0079145477,Cvar27099:0.3568561596,Cuund34614:0.0972969403);"
"Chr2_RagTag.34800001-35000000.min4.phy.treefile","Chr2",34800001,3.5e+07,"((Crnoc59478:0.1244269183,(((Cratr320360:0.0818744950,Cstr9577:0.0635624635)100:0.0097716741,Ceery21146:0.0807279424)99:0.0056182293,Ccgol2213:0.0822938273)100:0.0143949562)100:0.0168909388,Cvar27099:0.3354516939,Cuund34614:0.1040699454);"
"Chr2_RagTag.35000001-35200000.min4.phy.treefile","Chr2",35000001,35200000,"((Crnoc59478:0.1304718273,((Cratr320360:0.0851326102,(Cstr9577:0.0650556514,Ceery21146:0.0762643598)62:0.0085087894)81:0.0060009062,Ccgol2213:0.0919283899)100:0.0170122925)80:0.0031558806,Cvar27099:0.4646081405,Cuund34614:0.0802094498);"
"Chr2_RagTag.35200001-35400000.min4.phy.treefile","Chr2",35200001,35400000,"(Crnoc59478:0.1352427017,Cvar27099:0.3729509672,(Cuund34614:0.0930853080,((Cratr320360:0.0815694452,Cstr9577:0.0710255260)100:0.0175575934,(Ceery21146:0.0875831398,Ccgol2213:0.1007485948)64:0.0070458796)100:0.0156897414)57:0.0062874597);"
"Chr2_RagTag.35400001-35600000.min4.phy.treefile","Chr2",35400001,35600000,"(Crnoc59478:0.1375925788,Cvar27099:0.4406590110,(Cuund34614:0.0817626182,(((Cratr320360:0.0761366860,Cstr9577:0.0626801865)100:0.0229714556,Ccgol2213:0.0985168778)87:0.0065213524,Ceery21146:0.0867677515)100:0.0120350772)89:0.0060990145);"
"Chr2_RagTag.35600001-35800000.min4.phy.treefile","Chr2",35600001,35800000,"(Crnoc59478:0.1368941136,Cvar27099:0.3902526064,(Cuund34614:0.0948175984,(((Cratr320360:0.0838293153,Cstr9577:0.0639315724)100:0.0215735826,Ccgol2213:0.1078118682)64:0.0059637512,Ceery21146:0.0901496694)99:0.0120569052)66:0.0094075519);"
"Chr2_RagTag.35800001-36000000.min4.phy.treefile","Chr2",35800001,3.6e+07,"(Crnoc59478:0.1469499103,Cvar27099:0.3556998554,(Cuund34614:0.0924584790,(((Cratr320360:0.0880426582,Cstr9577:0.0694075077)100:0.0214865416,Ccgol2213:0.1016438524)56:0.0068233063,Ceery21146:0.0932471826)100:0.0137591614)97:0.0132775051);"
"Chr2_RagTag.36000001-36200000.min4.phy.treefile","Chr2",36000001,36200000,"(Crnoc59478:0.1254090767,Cvar27099:0.4147115831,(Cuund34614:0.0971893537,(((Cratr320360:0.0900232654,Cstr9577:0.0734072470)100:0.0305365056,Ceery21146:0.0810668793)100:0.0097604104,Ccgol2213:0.1354501918)100:0.0122447582)96:0.0125030984);"
"Chr2_RagTag.36200001-36400000.min4.phy.treefile","Chr2",36200001,36400000,"((Crnoc59478:0.1384226335,(((Cratr320360:0.0944689200,Cstr9577:0.0714920056)83:0.0127486496,Ceery21146:0.0828176590)99:0.0086726447,Ccgol2213:0.1088397818)100:0.0215147055)90:0.0067423751,Cvar27099:0.4195035076,Cuund34614:0.0948510111);"
