busco.id	Status	scaffold	start	end	mid	Strand	Score	Length	OrthoDB url	Description
43535at8782	Complete	3	28222855	28228050	28225452.5	+	334.8	154	https://v10-1.orthodb.org/?query=43535at8782	lactoylglutathione lyase
11838at8782	Complete	3	28232451	28335402	28283926.5	+	1140.2	561	https://v10-1.orthodb.org/?query=11838at8782	BTB/POZ domain
44573at8782	Complete	3	28386348	28474066	28430207	-	297.3	156	https://v10-1.orthodb.org/?query=44573at8782	"Zinc finger, AN1-type"
53861at8782	Complete	3	28869019	28892147	28880583	+	146.7	77	https://v10-1.orthodb.org/?query=53861at8782	Coiled-coil domain-containing protein 167
8355at8782	Complete	3	28896112	28936789	28916450.5	-	1582.9	741	https://v10-1.orthodb.org/?query=8355at8782	Cap-specific mRNA (Nucleoside-2'-O-)-methyltransferase 1
6438at8782	Complete	3	28937202	28953998	28945600	+	1471.9	790	https://v10-1.orthodb.org/?query=6438at8782	"Alanyl-tRNA synthetase, class IIc, N-terminal"
26021at8782	Complete	3	28983027	28989566	28986296.5	+	805.9	400	https://v10-1.orthodb.org/?query=26021at8782	T-complex-associated testis-expressed protein 1
21815at8782	Complete	3	29042941	29046275	29044608	+	750.6	359	https://v10-1.orthodb.org/?query=21815at8782	UAA transporter
25397at8782	Complete	3	29058478	29064033	29061255.5	-	759.9	400	https://v10-1.orthodb.org/?query=25397at8782	Equilibrative nucleoside transporter
9233at8782	Complete	3	29140295	29172794	29156544.5	-	1249.2	622	https://v10-1.orthodb.org/?query=9233at8782	Transmembrane protein 63B
49377at8782	Complete	3	29211355	29213801	29212578	+	231.8	108	https://v10-1.orthodb.org/?query=49377at8782	Ribosomal protein L14P
43340at8782	Complete	3	29550105	29566251	29558178	-	254.8	133	https://v10-1.orthodb.org/?query=43340at8782	vascular endothelial growth factor A
42533at8782	Complete	3	29693343	29715961	29704652	+	281.2	140	https://v10-1.orthodb.org/?query=42533at8782	Ribosomal protein S18
37673at8782	Complete	3	29717934	29736272	29727103	-	305.1	158	https://v10-1.orthodb.org/?query=37673at8782	radial spoke head protein 9 homolog
19144at8782	Complete	3	29763402	29774040	29768721	+	737.9	400	https://v10-1.orthodb.org/?query=19144at8782	epoxide hydrolase 1-like
38372at8782	Complete	3	29776041	29777384	29776712.5	-	259.9	142	https://v10-1.orthodb.org/?query=38372at8782	MAD2L1-binding protein
17882at8782	Complete	3	29778359	29786391	29782375	+	935.5	455	https://v10-1.orthodb.org/?query=17882at8782	GTP-binding protein 2
24644at8782	Complete	3	29790321	29798033	29794177	-	829.1	466	https://v10-1.orthodb.org/?query=24644at8782	DNA polymerase eta
3565at8782	Complete	3	29798841	29825680	29812260.5	+	1797.6	953	https://v10-1.orthodb.org/?query=3565at8782	Exportin-1/Importin-beta-like
28799at8782	Complete	3	29829035	29831172	29830103.5	-	378.2	240	https://v10-1.orthodb.org/?query=28799at8782	"DNA-directed RNA polymerase, insert domain"
35542at8782	Complete	3	29832552	29835557	29834054.5	+	361.4	165	https://v10-1.orthodb.org/?query=35542at8782	protein YIPF3
46667at8782	Complete	3	29841199	29845895	29843547	+	421.9	231	https://v10-1.orthodb.org/?query=46667at8782	leucine-rich repeat-containing protein 73
18754at8782	Complete	3	29851145	29860779	29855962	-	1027.4	562	https://v10-1.orthodb.org/?query=18754at8782	Tight junction-associated protein 1
23651at8782	Complete	3	29898115	29904736	29901425.5	+	701.1	340	https://v10-1.orthodb.org/?query=23651at8782	"EGF-like, conserved site"
3037at8782	Complete	3	29907261	29922596	29914928.5	-	2475.9	1377	https://v10-1.orthodb.org/?query=3037at8782	ABC transporter-like
1827at8782	Complete	3	29939052	29954452	29946752	+	2794.7	1532	https://v10-1.orthodb.org/?query=1827at8782	zinc finger protein 318
33679at8782	Complete	3	29968586	29979140	29973863	+	726.9	459	https://v10-1.orthodb.org/?query=33679at8782	protein FAM98A
11133at8782	Complete	3	29989296	30019230	30004263	-	1193.1	596	https://v10-1.orthodb.org/?query=11133at8782	Ras guanine-nucleotide exchange factors catalytic domain
8467at8782	Complete	3	30299850	30410393	30355121.5	-	1362.7	709	https://v10-1.orthodb.org/?query=8467at8782	Tetratricopeptide repeat
106at8782	Complete	3	30432122	30599226	30515674	-	9006.1	4143	https://v10-1.orthodb.org/?query=106at8782	Baculoviral IAP repeat-containing protein 6
45262at8782	Complete	3	30603569	30613292	30608430.5	-	289.1	201	https://v10-1.orthodb.org/?query=45262at8782	Yip1 domain
41798at8782	Complete	3	30701736	30702500	30702118	-	391.1	207	https://v10-1.orthodb.org/?query=41798at8782	Cdc42 effector
26814at8782	Complete	3	30786252	30826654	30806453	+	675.8	347	https://v10-1.orthodb.org/?query=26814at8782	regulator of microtubule dynamics protein 2
37063at8782	Complete	3	30914084	30915005	30914544.5	-	367.8	178	https://v10-1.orthodb.org/?query=37063at8782	N-acylneuraminate-9-phosphatase
20667at8782	Complete	3	30919298	30933956	30926627	+	544.1	366	https://v10-1.orthodb.org/?query=20667at8782	Protein kinase domain
42736at8782	Complete	3	30935927	30940061	30937994	-	330.4	202	https://v10-1.orthodb.org/?query=42736at8782	G-patch domain
12737at8782	Complete	3	31064245	31094351	31079298	-	1216.4	652	https://v10-1.orthodb.org/?query=12737at8782	"von Willebrand factor, type A"
25569at8782	Complete	3	31125916	31154849	31140382.5	-	670.6	326	https://v10-1.orthodb.org/?query=25569at8782	opsin-5-like
32604at8782	Complete	3	31183408	31202823	31193115.5	-	482	231	https://v10-1.orthodb.org/?query=32604at8782	fasciculation and elongation protein zeta-2
14725at8782	Complete	3	31208900	31351824	31280362	-	1398.2	748	https://v10-1.orthodb.org/?query=14725at8782	VWFC domain
8678at8782	Complete	3	32420393	32433457	32426925	-	1639.1	842	https://v10-1.orthodb.org/?query=8678at8782	CCAAT/enhancer-binding protein zeta
25931at8782	Complete	3	32433979	32438675	32436327	+	588.7	291	https://v10-1.orthodb.org/?query=25931at8782	Protein arginine methyltransferase NDUFAF7
34078at8782	Complete	3	32489813	32501586	32495699.5	+	517.9	260	https://v10-1.orthodb.org/?query=34078at8782	glutaminyl-peptide cyclotransferase
22757at8782	Complete	3	32507142	32519975	32513558.5	-	686.9	404	https://v10-1.orthodb.org/?query=22757at8782	zinc transporter 6
2580at8782	Complete	3	32662517	32729797	32696157	-	2672.1	1413	https://v10-1.orthodb.org/?query=2580at8782	"CEP170, C-terminal"
15079at8782	Complete	3	32759466	32852829	32806147.5	+	742.7	539	https://v10-1.orthodb.org/?query=15079at8782	Serologically defined colon cancer antigen 8
18065at8782	Complete	3	33077215	33080961	33079088	+	1197.5	507	https://v10-1.orthodb.org/?query=18065at8782	Zinc finger C2H2-type
44814at8782	Complete	3	33277076	33282187	33279631.5	+	396.1	174	https://v10-1.orthodb.org/?query=44814at8782	desumoylating isopeptidase 2
51536at8782	Complete	3	33308284	33309324	33308804	+	169.9	91	https://v10-1.orthodb.org/?query=51536at8782	Cox20
21658at8782	Complete	3	33320619	33332515	33326567	-	1317.3	605	https://v10-1.orthodb.org/?query=21658at8782	SPRY domain
48943at8782	Complete	3	33370219	33381929	33376074	+	179.6	120	https://v10-1.orthodb.org/?query=48943at8782	"EF-hand, Ca insensitive"
20931at8782	Complete	3	33404328	33435868	33420098	-	755.3	396	https://v10-1.orthodb.org/?query=20931at8782	"AAA ATPase, AAA+ lid domain"
41098at8782	Fragmented	3	33448990	33474751	33461870.5	+	135.1	92	https://v10-1.orthodb.org/?query=41098at8782	protein MEMO1
40115at8782	Complete	3	33520326	33546879	33533602.5	+	267.9	118	https://v10-1.orthodb.org/?query=40115at8782	3-oxo-5-alpha-steroid 4-dehydrogenase 2
14664at8782	Complete	3	33677773	33708753	33693263	-	972.6	604	https://v10-1.orthodb.org/?query=14664at8782	consortin
29808at8782	Complete	3	33710129	33727645	33718887	+	413.4	246	https://v10-1.orthodb.org/?query=29808at8782	Ribosomal RNA adenine methyltransferase KsgA/Erm
1489at8782	Complete	3	34105490	34371642	34238566	-	2699.8	1396	https://v10-1.orthodb.org/?query=1489at8782	Kinesin motor domain
16343at8782	Complete	3	34415629	34583834	34499731.5	+	762	381	https://v10-1.orthodb.org/?query=16343at8782	PLD-like domain
48534at8782	Complete	3	34641577	34646361	34643969	+	206.7	88	https://v10-1.orthodb.org/?query=48534at8782	microtubule-associated proteins 1A/1B light chain 3C
10084at8782	Complete	3	34677871	34691029	34684450	-	1091.5	595	https://v10-1.orthodb.org/?query=10084at8782	exonuclease 1
30146at8782	Complete	3	34791355	34796919	34794137	+	513.8	236	https://v10-1.orthodb.org/?query=30146at8782	opsin-3
33613at8782	Complete	3	34832961	34834118	34833539.5	-	283.9	149	https://v10-1.orthodb.org/?query=33613at8782	GPI mannosyltransferase 1
45367at8782	Complete	3	35152675	35153181	35152928	+	272.1	127	https://v10-1.orthodb.org/?query=45367at8782	Gremlin-2
3364at8782	Complete	3	35161869	35317585	35239727	-	897.1	561	https://v10-1.orthodb.org/?query=3364at8782	formin-2
16899at8782	Complete	3	35364784	35466357	35415570.5	-	1132.1	545	https://v10-1.orthodb.org/?query=16899at8782	"7TM GPCR, serpentine receptor class bc (Srbc)"
3251at8782	Complete	3	36520986	36562216	36541601	-	2232.6	1103	https://v10-1.orthodb.org/?query=3251at8782	Cobalamin (vitamin B12)-binding domain
1086at8782	Complete	3	36658519	36694897	36676708	+	3346	1811	https://v10-1.orthodb.org/?query=1086at8782	HEAT repeat-containing protein 1
32491at8782	Complete	3	36696648	36705945	36701296.5	-	563.2	282	https://v10-1.orthodb.org/?query=32491at8782	galectin-8 isoform X1
42475at8782	Complete	3	36719464	36730566	36725015	-	331.7	153	https://v10-1.orthodb.org/?query=42475at8782	Death domain
28231at8782	Complete	3	36779237	36801837	36790537	-	706.4	336	https://v10-1.orthodb.org/?query=28231at8782	integral membrane protein GPR137B isoform X1
21110at8782	Complete	3	36920339	36938446	36929392.5	-	757.8	397	https://v10-1.orthodb.org/?query=21110at8782	Protein unc-93 A
18675at8782	Complete	3	37254927	37292039	37273483	+	728	417	https://v10-1.orthodb.org/?query=18675at8782	Kinesin motor domain
11745at8782	Complete	3	37507748	37520476	37514112	-	1070	611	https://v10-1.orthodb.org/?query=11745at8782	Dapper
3306at8782	Complete	3	38002175	38028432	38015303.5	-	2006.7	992	https://v10-1.orthodb.org/?query=3306at8782	Thrombospondin type-1 (TSP1) repeat
8598at8782	Complete	3	38128974	38236663	38182818.5	-	1056	683	https://v10-1.orthodb.org/?query=8598at8782	WD40 repeat
46383at8782	Complete	3	38238342	38238887	38238614.5	+	346.8	152	https://v10-1.orthodb.org/?query=46383at8782	UPF0669 protein C6orf120
24080at8782	Complete	3	38240177	38253983	38247080	-	903.2	405	https://v10-1.orthodb.org/?query=24080at8782	"Zinc finger, PHD-finger"
48457at8782	Complete	3	38258474	38261209	38259841.5	-	219.1	116	https://v10-1.orthodb.org/?query=48457at8782	Dynein light chain Tctex-1 like
14606at8782	Complete	3	38265589	38278864	38272226.5	+	1092.8	597	https://v10-1.orthodb.org/?query=14606at8782	endoplasmic reticulum membrane-associated RNA degradation protein
12070at8782	Complete	3	38579616	38618354	38598985	+	1165.7	574	https://v10-1.orthodb.org/?query=12070at8782	Asteroid domain
41775at8782	Complete	3	38686485	38691512	38688998.5	-	287.2	157	https://v10-1.orthodb.org/?query=41775at8782	Proteasome subunit beta type
12709at8782	Complete	3	38708929	38724391	38716660	-	1158.3	585	https://v10-1.orthodb.org/?query=12709at8782	Phospholipid/glycerol acyltransferase
38479at8782	Complete	3	38821246	38831544	38826395	-	279.3	146	https://v10-1.orthodb.org/?query=38479at8782	Arv1 protein
8135at8782	Complete	3	38831548	38867417	38849482.5	+	1457.6	668	https://v10-1.orthodb.org/?query=8135at8782	Tetratricopeptide repeat
44622at8782	Complete	3	38872161	38890960	38881560.5	+	372.7	198	https://v10-1.orthodb.org/?query=44622at8782	uncharacterized protein C1orf198 homolog
11286at8782	Complete	3	38912298	38939422	38925860	-	1159.2	590	https://v10-1.orthodb.org/?query=11286at8782	"Peptidase C2, calpain, catalytic domain"
27095at8782	Complete	3	38952502	38958035	38955268.5	+	690.3	409	https://v10-1.orthodb.org/?query=27095at8782	Serpin domain
11696at8782	Complete	3	38961307	38987022	38974164.5	-	1214.1	606	https://v10-1.orthodb.org/?query=11696at8782	conserved oligomeric Golgi complex subunit 2
2439at8782	Complete	3	39292547	39310577	39301562	-	2406	1333	https://v10-1.orthodb.org/?query=2439at8782	"Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal"
13775at8782	Complete	3	39316820	39331530	39324175	+	1108.8	517	https://v10-1.orthodb.org/?query=13775at8782	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L
16588at8782	Complete	3	39340449	39357705	39349077	+	914.3	503	https://v10-1.orthodb.org/?query=16588at8782	ABC transporter-like
4636at8782	Complete	3	39362995	39393654	39378324.5	+	1923.6	970	https://v10-1.orthodb.org/?query=4636at8782	"Nucleoporin, Nup133/Nup155-like, C-terminal"
40437at8782	Complete	3	39663728	39666780	39665254	-	375.5	163	https://v10-1.orthodb.org/?query=40437at8782	Small GTPase
13332at8782	Complete	3	39688336	39691136	39689736	-	879.9	435	https://v10-1.orthodb.org/?query=13332at8782	exocyst complex component 8
25006at8782	Complete	3	39691660	39696748	39694204	+	487.8	325	https://v10-1.orthodb.org/?query=25006at8782	SprT-like
34544at8782	Complete	3	39758862	39786321	39772591.5	+	420.4	223	https://v10-1.orthodb.org/?query=34544at8782	translin-associated protein X
21554at8782	Duplicated	3	40372284	40373492	40372888	+	380.8	389	https://v10-1.orthodb.org/?query=21554at8782	microtubule-associated protein 10
47303at8782	Complete	3	40421517	40430611	40426064	+	294.9	158	https://v10-1.orthodb.org/?query=47303at8782	cancer-related nucleoside-triphosphatase
6109at8782	Complete	3	40977814	41014754	40996284	+	1228.6	624	https://v10-1.orthodb.org/?query=6109at8782	"Serine-threonine/tyrosine-protein kinase, catalytic domain"
41316at8782	Complete	3	41112445	41139430	41125937.5	+	416.6	228	https://v10-1.orthodb.org/?query=41316at8782	Potassium channel domain
3337at8782	Complete	3	41358209	41391894	41375051.5	-	2211.3	1129	https://v10-1.orthodb.org/?query=3337at8782	"tRNA/rRNA methyltransferase, SpoU type"
53050at8782	Complete	3	41674592	41681206	41677899	-	208.8	97	https://v10-1.orthodb.org/?query=53050at8782	Mitochondrial import receptor subunit TOM20
33961at8782	Complete	3	41683381	41688478	41685929.5	-	418.5	281	https://v10-1.orthodb.org/?query=33961at8782	RNA-binding protein 34
32533at8782	Complete	3	41781604	41793858	41787731	+	584.5	249	https://v10-1.orthodb.org/?query=32533at8782	geranylgeranyl pyrophosphate synthase
19836at8782	Complete	3	41803248	41830075	41816661.5	+	925.6	469	https://v10-1.orthodb.org/?query=19836at8782	tubulin-specific chaperone E
17861at8782	Complete	3	41831345	41847146	41839245.5	-	818.2	404	https://v10-1.orthodb.org/?query=17861at8782	"UDP-GalNAc:beta-1, 3-N-acetylgalactosaminyltransferase 2"
53661at8782	Complete	3	41864642	41875109	41869875.5	-	161.3	63	https://v10-1.orthodb.org/?query=53661at8782	G-protein gamma-like domain
202at8782	Complete	3	41886042	41971317	41928679.5	-	6353.6	3229	https://v10-1.orthodb.org/?query=202at8782	lysosomal-trafficking regulator
31311at8782	Complete	3	42009236	42021753	42015494.5	-	605.8	321	https://v10-1.orthodb.org/?query=31311at8782	C-C chemokine receptor type 6
34006at8782	Complete	3	42036400	42061249	42048824.5	-	463.6	289	https://v10-1.orthodb.org/?query=34006at8782	FGFR1 oncogene partner
35364at8782	Complete	3	42062999	42079575	42071287	+	415	213	https://v10-1.orthodb.org/?query=35364at8782	ribonuclease T2
36059at8782	Complete	3	42419683	42506066	42462874.5	+	474.7	250	https://v10-1.orthodb.org/?query=36059at8782	"Transcription factor, T-box"
7850at8782	Complete	3	42736928	42908407	42822667.5	+	1229.8	666	https://v10-1.orthodb.org/?query=7850at8782	"3'5'-cyclic nucleotide phosphodiesterase, catalytic domain"
40313at8782	Complete	3	43860577	44069117	43964847	-	402.8	200	https://v10-1.orthodb.org/?query=40313at8782	Parkin co-regulated protein
1938at8782	Complete	3	44825993	44877812	44851902.5	-	2715.5	1295	https://v10-1.orthodb.org/?query=1938at8782	Protein kinase domain
7779at8782	Complete	3	44979991	44999560	44989775.5	+	1468.2	706	https://v10-1.orthodb.org/?query=7779at8782	"Serine proteases, trypsin domain"
18393at8782	Complete	3	45003928	45028863	45016395.5	-	903	472	https://v10-1.orthodb.org/?query=18393at8782	"Major facilitator,  sugar transporter-like"
528at8782	Complete	3	45074351	45122846	45098598.5	-	3963.5	2094	https://v10-1.orthodb.org/?query=528at8782	Cation-independent mannose-6-phosphate receptor
35038at8782	Complete	3	45139696	45140682	45140189	-	484.1	244	https://v10-1.orthodb.org/?query=35038at8782	Proto-oncogene Mas
18690at8782	Complete	3	45161889	45178744	45170316.5	-	510.4	382	https://v10-1.orthodb.org/?query=18690at8782	Ribonuclease CAF1
46222at8782	Complete	3	45181091	45182712	45181901.5	-	262.1	138	https://v10-1.orthodb.org/?query=46222at8782	"39S ribosomal protein L18, mitochondrial"
16007at8782	Complete	3	45183930	45192375	45188152.5	+	1080.4	485	https://v10-1.orthodb.org/?query=16007at8782	Chaperonin Cpn60/TCP-1 family
26718at8782	Complete	3	45192724	45200030	45196377	-	603.1	313	https://v10-1.orthodb.org/?query=26718at8782	"Thiolase, C-terminal"
28973at8782	Complete	3	45213108	45233230	45223169	+	576.8	303	https://v10-1.orthodb.org/?query=28973at8782	Pre-mRNA-splicing regulator WTAP
40097at8782	Complete	3	45240641	45246058	45243349.5	+	288.8	148	https://v10-1.orthodb.org/?query=40097at8782	"Manganese/iron superoxide dismutase, C-terminal"
2902at8782	Complete	3	45424768	45467534	45446151	-	1684	1297	https://v10-1.orthodb.org/?query=2902at8782	Fibronectin type III
35131at8782	Complete	3	45534591	45535454	45535022.5	+	534.2	251	https://v10-1.orthodb.org/?query=35131at8782	syntaxin-11
31387at8782	Complete	3	46097107	46122247	46109677	-	387.2	176	https://v10-1.orthodb.org/?query=31387at8782	laforin
10280at8782	Complete	3	46150387	46153558	46151972.5	-	1223	585	https://v10-1.orthodb.org/?query=10280at8782	F-box domain
1673at8782	Complete	3	46192648	46229983	46211315.5	-	2917.1	1437	https://v10-1.orthodb.org/?query=1673at8782	"SNF2-related, N-terminal domain"
4670at8782	Complete	3	47193420	47369019	47281219.5	+	1523.2	851	https://v10-1.orthodb.org/?query=4670at8782	SH3 domain
29022at8782	Complete	3	47418006	47576771	47497388.5	+	459.7	211	https://v10-1.orthodb.org/?query=29022at8782	Sulfotransferase
13317at8782	Complete	3	47683621	47702502	47693061.5	+	1287.4	605	https://v10-1.orthodb.org/?query=13317at8782	"Zinc finger, RanBP2-type"
14532at8782	Complete	3	47716077	47723498	47719787.5	-	719	331	https://v10-1.orthodb.org/?query=14532at8782	"Ribonuclease Zc3h12a-like, NYN domain"
24484at8782	Complete	3	47730826	47749394	47740110	-	709.3	423	https://v10-1.orthodb.org/?query=24484at8782	peptidyl-prolyl cis-trans isomerase-like 4
36304at8782	Complete	3	47760918	47768027	47764472.5	+	451.1	244	https://v10-1.orthodb.org/?query=36304at8782	glycoprotein integral membrane protein 1
19005at8782	Complete	3	47771972	47784187	47778079.5	-	914.5	443	https://v10-1.orthodb.org/?query=19005at8782	katanin p60 ATPase-containing subunit A1
4873at8782	Complete	3	47795252	47810716	47802984	-	1969.9	956	https://v10-1.orthodb.org/?query=4873at8782	Serine/threonine-protein kinase LATS1
26204at8782	Complete	3	47817196	47827667	47822431.5	-	571.7	277	https://v10-1.orthodb.org/?query=26204at8782	nucleoporin Nup43
36734at8782	Complete	3	47869417	47880209	47874813	-	408.3	240	https://v10-1.orthodb.org/?query=36734at8782	Low-density lipoprotein (LDL) receptor class A repeat
35964at8782	Complete	3	48028296	48043906	48036101	+	532	265	https://v10-1.orthodb.org/?query=35964at8782	Iodotyrosine dehalogenase 1
2643at8782	Complete	3	48146639	48240046	48193342.5	+	2250.8	1318	https://v10-1.orthodb.org/?query=2643at8782	Dbl homology (DH) domain
6876at8782	Complete	3	48439893	48446474	48443183.5	+	2283.4	1697	https://v10-1.orthodb.org/?query=6876at8782	A-kinase anchor protein 12
18063at8782	Complete	3	48462473	48466072	48464272.5	-	1102.7	482	https://v10-1.orthodb.org/?query=18063at8782	zinc finger and BTB domain-containing protein 2
21537at8782	Complete	3	48478030	48498019	48488024.5	-	654.5	331	https://v10-1.orthodb.org/?query=21537at8782	required for meiotic nuclear division protein 1 homolog
22684at8782	Complete	3	48499636	48505689	48502662.5	+	571.1	293	https://v10-1.orthodb.org/?query=22684at8782	Domain of unknown function DUF89
14316at8782	Complete	3	48516470	48551601	48534035.5	+	1053.8	632	https://v10-1.orthodb.org/?query=14316at8782	coiled-coil domain-containing protein 170
46628at8782	Complete	3	49051908	49070521	49061214.5	+	304.7	156	https://v10-1.orthodb.org/?query=46628at8782	Myc target protein 1
46281at8782	Complete	3	49089842	49092301	49091071.5	+	250.5	132	https://v10-1.orthodb.org/?query=46281at8782	Glucagon/GIP/secretin/VIP
24920at8782	Complete	3	49209653	49213176	49211414.5	-	590	342	https://v10-1.orthodb.org/?query=24920at8782	F-box domain
40757at8782	Complete	3	49238429	49265166	49251797.5	-	420.1	185	https://v10-1.orthodb.org/?query=40757at8782	Regulator of G-protein signaling 17
32494at8782	Complete	3	49652461	49667674	49660067.5	+	694.7	288	https://v10-1.orthodb.org/?query=32494at8782	mu-type opioid receptor
7943at8782	Complete	3	49925654	49953549	49939601.5	+	2111.7	1220	https://v10-1.orthodb.org/?query=7943at8782	RNA recognition motif domain
1837at8782	Complete	3	50105182	50192923	50149052.5	+	2785.1	1438	https://v10-1.orthodb.org/?query=1837at8782	Pleckstrin homology domain
31533at8782	Complete	3	50194204	50218429	50206316.5	-	606	303	https://v10-1.orthodb.org/?query=31533at8782	rRNA adenine N(6)-methyltransferase
39771at8782	Complete	3	50202908	50205775	50204341.5	+	379.7	189	https://v10-1.orthodb.org/?query=39771at8782	Claudin
15785at8782	Complete	3	50239064	50277477	50258270.5	-	1070	512	https://v10-1.orthodb.org/?query=15785at8782	"Ferric reductase, NAD binding domain"
2165at8782	Complete	3	50769341	51086844	50928092.5	+	2320.9	1273	https://v10-1.orthodb.org/?query=2165at8782	"SWI/SNF-like complex subunit BAF250, C-terminal"
48884at8782	Complete	3	51155638	51162126	51158882	-	150.1	67	https://v10-1.orthodb.org/?query=48884at8782	Transmembrane protein 242
15222at8782	Complete	3	51357067	51389080	51373073.5	+	1020.7	505	https://v10-1.orthodb.org/?query=15222at8782	SH3 domain
12315at8782	Complete	3	51479259	51495739	51487499	-	1202.5	561	https://v10-1.orthodb.org/?query=12315at8782	protein SERAC1
53762at8782	Complete	3	51499614	51499817	51499715.5	+	146.1	61	https://v10-1.orthodb.org/?query=53762at8782	General transcription factor IIH subunit 5
2624at8782	Complete	3	51542568	51654089	51598328.5	+	2515.2	1136	https://v10-1.orthodb.org/?query=2624at8782	"Tubby, C-terminal"
22410at8782	Complete	3	51677141	51708847	51692994	+	796.1	406	https://v10-1.orthodb.org/?query=22410at8782	transmembrane protein 181
51545at8782	Complete	3	51714449	51715166	51714807.5	-	205.2	91	https://v10-1.orthodb.org/?query=51545at8782	Dynein light chain Tctex-1 like
16141at8782	Complete	3	51723949	51752061	51738005	+	999	542	https://v10-1.orthodb.org/?query=16141at8782	synaptotagmin-like protein 3
19400at8782	Complete	3	51754496	51772815	51763655.5	-	1006.3	508	https://v10-1.orthodb.org/?query=19400at8782	"FERM, C-terminal PH-like domain"
14601at8782	Complete	3	51826764	51871713	51849238.5	+	922.2	580	https://v10-1.orthodb.org/?query=14601at8782	Rho GTPase-activating protein domain
36309at8782	Complete	3	51886874	51946226	51916550	+	508.8	304	https://v10-1.orthodb.org/?query=36309at8782	Radial spoke 3
9141at8782	Complete	3	51937344	51947451	51942397.5	+	1224.3	646	https://v10-1.orthodb.org/?query=9141at8782	Zinc finger C2H2-type
27963at8782	Complete	3	51966136	51973644	51969890	-	701.2	386	https://v10-1.orthodb.org/?query=27963at8782	protein LTV1 homolog
32620at8782	Complete	3	51985685	52028458	52007071.5	-	807.7	514	https://v10-1.orthodb.org/?query=32620at8782	RPEL repeat
22905at8782	Complete	3	52113914	52135606	52124760	+	722.7	350	https://v10-1.orthodb.org/?query=22905at8782	"Alpha-L-fucosidase, C-terminal"
29184at8782	Complete	3	52137345	52154326	52145835.5	-	573.5	292	https://v10-1.orthodb.org/?query=29184at8782	peroxisomal biogenesis factor 3
45004at8782	Complete	3	52152697	52163485	52158091	+	181.6	98	https://v10-1.orthodb.org/?query=45004at8782	tRNA-specific adenosine deaminase
37939at8782	Complete	3	52200071	52321273	52260672	-	282.5	145	https://v10-1.orthodb.org/?query=37939at8782	androgen-induced gene 1 protein
687at8782	Complete	3	52470248	52492396	52481322	+	4585.4	2201	https://v10-1.orthodb.org/?query=687at8782	Zinc finger C2H2-type
3720at8782	Complete	3	52584233	52686120	52635176.5	-	1907.9	1028	https://v10-1.orthodb.org/?query=3720at8782	"GPCR, family 2, secretin-like"
33011at8782	Complete	3	52725075	52760880	52742977.5	-	407.4	197	https://v10-1.orthodb.org/?query=33011at8782	"Vta1, C-terminal"
27654at8782	Complete	3	52761583	52790975	52776279	+	658.5	323	https://v10-1.orthodb.org/?query=27654at8782	neuromedin-B receptor
23091at8782	Complete	3	53706207	53734533	53720370	+	815.4	560	https://v10-1.orthodb.org/?query=23091at8782	Taxilin family
18937at8782	Complete	3	53753619	53773718	53763668.5	-	899.6	403	https://v10-1.orthodb.org/?query=18937at8782	Headcase protein
53273at8782	Complete	3	53798218	53799591	53798904.5	-	150.3	69	https://v10-1.orthodb.org/?query=53273at8782	Costars domain
11715at8782	Complete	3	53819138	53874259	53846698.5	+	1276.4	640	https://v10-1.orthodb.org/?query=11715at8782	EH domain
48988at8782	Complete	3	53888836	53894277	53891556.5	-	344.5	155	https://v10-1.orthodb.org/?query=48988at8782	Coiled-coil domain-containing protein 28A
3402at8782	Complete	3	54044703	54091022	54067862.5	+	2178.5	1254	https://v10-1.orthodb.org/?query=3402at8782	NHS-like protein 1
911at8782	Complete	3	54134920	54198769	54166844.5	-	3590.8	1830	https://v10-1.orthodb.org/?query=911at8782	"Sec7, C-terminal"
7900at8782	Complete	3	54317656	54328964	54323310	-	1242.4	694	https://v10-1.orthodb.org/?query=7900at8782	tumor necrosis factor alpha-induced protein 3
27592at8782	Complete	3	54581083	54590518	54585800.5	+	436	326	https://v10-1.orthodb.org/?query=27592at8782	interferon gamma receptor 1
39168at8782	Complete	3	54599603	54603616	54601609.5	+	354.2	203	https://v10-1.orthodb.org/?query=39168at8782	Fibronectin type III
18640at8782	Complete	3	54642417	54648591	54645504	+	723.4	442	https://v10-1.orthodb.org/?query=18640at8782	interleukin-20 receptor subunit alpha
34376at8782	Complete	3	54679021	54684082	54681551.5	-	455.2	262	https://v10-1.orthodb.org/?query=34376at8782	solute carrier family 35 member D3
29475at8782	Complete	3	54687930	54745395	54716662.5	-	388.3	233	https://v10-1.orthodb.org/?query=29475at8782	peroxisomal biogenesis factor 7
22963at8782	Complete	3	54842136	54935172	54888654	+	722.5	539	https://v10-1.orthodb.org/?query=22963at8782	ensconsin
17708at8782	Complete	3	54940875	54966158	54953516.5	-	820.7	504	https://v10-1.orthodb.org/?query=17708at8782	Armadillo
16363at8782	Complete	3	54982236	54997774	54990005	+	1834.8	851	https://v10-1.orthodb.org/?query=16363at8782	THRAP3/BCLAF1 family
30806at8782	Complete	3	55003230	55009260	55006245	+	513.4	283	https://v10-1.orthodb.org/?query=30806at8782	Mitochondrial fission regulator 1
